EmployeeID,Name,Department,Salary
1,Lucy Garza,SEO,67055
3,Sean Gagnon,Procurement Manager,104455
4,Patrick Garcia,Corp Counsel,119868
5,William Watkins,Network Admin,84362
6,Willy Johnson,AE,107475
7,Teresa Morgan,Cloud Engineer,93914
9,William Silver,PPC,68925
10,Lawrence Gibbs,Supply Chain Analyst,124431
11,Kevin Marmerchant,SEO,99545
12,Katherine Dion,Cloud Engineer,60040
13,Angela Villegas,IP,93218
14,Beatrice Wachter,Procurement Manager,69722
15,Valencia Franklin,Supply Chain Analyst,110403
16,Denise Stiles,CSR,108578
17,Grace Riggs,Network Admin,62090
20,Frank Ford,Data Analyst,96255
21,Mark Perron,Support Engineer,72110
22,Scott Travis,Network Admin,140128
23,Richard Provencher,Security Analyst,15458
24,William Pappas,Support Engineer,32062
25,Taylor Morrow,AP/AR,12623
26,Melinda Hollar,Data Scientist,50486
27,Harold Lopez,BDM,16531
28,Sharon Cole,SDR,106358
29,Meaghan Helgason,DevOps,92139
30,Mary Walker,Ops Manager,86900
31,Mary Farris,CSM,147201
32,Cassandra Wells,Security Analyst,10804
33,Sergio Ball,PMO,125568
34,Brady Eaves,AGC,25453
35,Walter Ferguson,CTO,84256
36,Daniel Eby,GC,37282
37,Gloria Badgett,UX/UI,101394
38,Tyler Mueller,Data Analyst,82395
40,Diana Farrell,CIO,77653
41,Leatha Easter,SysAdmin,86051
42,James Graddy,CSM,106632
43,Gloria Riehl,CIO,21528
44,Gail Rand,VP of Sales,43613
45,Robert Altizer,GC,48195
48,Joseph Dutton,HRM,97172
49,Christy Thomas,Supply Chain Analyst,67487
50,Merle Blunt,HRGA,45240
52,Kenneth Sosa,CSM,81799
55,Janet Lee,CFO,81031
56,Ralph Land,CPO,117856
57,Robert Jackson,DBA,69451
58,Lisa Benincase,DBA,49448
59,Tisa Morris,SEO,95057
60,Lorri Griffith,Help Desk,99579
61,Jason King,VP of Sales,66750
62,Maxine Whipple,DBA,89906
63,Joan Perez,FA,149879
64,Wanda Larkin,CMO,52536
66,Rosa May,CIO,67035
67,Gus White,COO,16122
68,Jacqueline Johnson,Ops Manager,10435
70,Bonnie Clinch,FP&A,36666
71,James Hall,HRGA,126561
73,Bryan Sultzer,Cloud Engineer,52782
74,Darcy Russell,FP&A,37443
75,Carol Garza,Support Engineer,82114
76,Richard Haynes,AGC,67587
77,Carlota Gochenour,PPC,78401
78,Frank Flores,QA,77952
80,Richard Poncedeleon,GC,31731
81,Kay Hagen,Support Engineer,26545
82,Mark Storlie,UX/UI,14491
84,Susan Cline,VP of Sales,94090
85,Jerry Meyer,Procurement Manager,121171
86,Louie Fogle,BDM,43604
87,Benjamin Chason,SEO,86412
88,Oscar Seabaugh,PM,115821
89,Danny Kyle,PMO,107550
90,Paul Alexander,UX/UI,145087
91,Alejandra Haynes,SMM,12559
92,Betty Miranda,Dev,65939
