EmployeeID,Name,Department,Salary
8279,Robert Flowers,BDM,140593
13248,Terry Stickles,ITSM,140535
13326,Willie Fonseca,DBA,112427
10160,Ruth Gordon,VP of Sales,28677
5782,Leonel Cox,ITSM,27609
15244,Kaye Sherman,QA,73350
12848,Mike Sloan,ITSM,41609
3712,Phyllis Krause,Ops Manager,84044
19687,Marilyn Gober,Product Analyst,112491
10355,James Kern,Corp Counsel,134844
14061,Charles Green,HRGA,82429
2911,Jason Bailey,SDR,119653
6318,Danny Roderiquez,UX Designer,33974
14272,Sarah Edwards,Ops Manager,91686
4191,Melinda Schulz,AP/AR,60464
3716,Johnny Hughes,Data Analyst,21539
6885,Joe Kut,Dev,114922
16922,Mable Sevier,CTO,133178
4007,Shirley Kibby,Product Analyst,107963
17079,Wallace Hunley,CIO,104348
18570,Christina Cook,DevOps,80084
9886,Amy Goggin,DBA,90489
107,Ashli Ohara,PPC,81294
7004,Dustin West,PMO,98064
10333,Willie Harms,Ops Manager,137083
15679,Robert Black,Corp Counsel,30197
18504,Michael Malone,Help Desk,93038
15231,Inell Jenkins,SEO,129282
2794,Mary Buono,Supply Chain Analyst,148210
9252,Arthur Watson,CMO,114090
10843,Lisa Ortiz,SDR,22361
2113,Georgia Monterroso,ITSM,138481
17689,Jennifer Hinderman,ITSM,37644
8623,Teresa Melius,Procurement Manager,147201
19910,Essie Sinclair,BDM,67010
17869,Krystle Bowers,CPO,13354
13059,Ben Mccallum,PMO,63079
459,Shelly Stadther,SysAdmin,98984
11580,David Albrecht,HRBP,109602
13732,Brandy Gonzalez,BDM,76039
8892,Edward Niederberger,HRBP,21005
17595,Wendell Bormuth,CIO,88719
14156,Ronnie Binns,Cloud Engineer,89499
11897,Elizabeth Mendoza,Security Analyst,20595
14492,Lori Cullum,CIO,140741
12131,David Gutknecht,CIO,133437
15720,Linda Robinson,CFO,55229
10659,Angie Behrens,FA,62593
15821,Harry Howland,HRM,65142
16108,Joshua Chiarelli,Support Engineer,75642
19591,Larry Hoban,FP&A,146511
6528,Lawrence Dutton,Dev,46971
19204,George Michel,FP&A,141665
2948,Harold Torry,Ops Manager,138404
19545,James Sayles,IP,43783
11423,Stephanie Pullman,Dev,122062
3980,Ronald Clay,Cloud Engineer,44917
15519,Albert Noble,GC,32059
10778,John Hoffman,DBA,16262
5598,Dennis Karpinski,QA,46496
4746,Dawn Dyess,VP of Sales,92581
2036,Linda Berlinski,FA,32262
11610,Andre Nolazco,PM,28942
15697,Juan Pavlas,DevOps,45680
13401,Michell Williamson,Data Scientist,116454
4523,David Cramer,VP of Sales,144526
15737,Brian Dempsey,VP of Sales,128394
13536,Carl Shiring,HRGA,92479
17575,Daniel Johnson,AP/AR,13894
5867,Eugene Turner,PMO,119734
11462,Leo Contreras,CIO,81106
16342,Bennie Rathbun,SMM,148711
1962,Pedro Davison,Cloud Engineer,131073
9028,Terry Collins,Ops Manager,52286
15051,Lula Henry,UX Designer,62273
4381,Kathryn Edgerly,Support Engineer,97264
8477,Samuel Jones,Supply Chain Analyst,79998
8658,Robert Allton,Security Analyst,109115
9774,Jerome Mckinley,DevOps,15240
15572,Jonathan Crowe,QA,149634
18247,Alan Maynor,Support Engineer,127403
17514,Alicia Green,Ops Manager,107069
9139,Ervin Andersen,IP,114518
18306,Evelyn Olmos,UX/UI,30840
8694,Charles Newark,HRBP,25343
19278,Melissa Lambert,Data Analyst,124637
10444,Tracey Silva,SMM,95077
5019,Lee Wycoff,SEO,128850
14766,Larisa Ralston,COO,90421
4169,Helen Petrick,Data Scientist,81614
4693,Jean Conrad,FA,92140
17280,Gary Little,PM,47991
7755,Edna Garner,QA,27736
13036,Scottie Wilder,HRBP,81244
10141,Timothy Maroney,BDM,88756
301,Carolyn Tahon,Product Analyst,120910
18273,Rosie Levine,HRBP,124050
15565,Kathryn Clemons,HRD,115731
2254,Erika Gonzalez,Data Scientist,16468
4663,Adam Gauss,COO,57872
11546,Cheryl Bear,DBA,83186
13053,Melissa Green,PPC,12554
2122,Carolyn Nelson,ITSM,119469
14988,Felicia Wong,COO,135003
4623,Pamila Scalise,CMO,19753
2298,Felix Opland,Security Analyst,113847
2169,Cecil Knudsen,HRD,122186
5675,Wanetta Hudkins,CMO,121243
12909,John Griffith,DevOps,51799
19618,John Ulrich,CSR,69165
8924,Jason Baker,CSR,103831
14401,Raymond Lee,UX/UI,84022
1690,Ed Yann,CFO,22986
9173,Barry Pogue,DevOps,43130
5088,Sarah Williams,Ops Manager,67309
11220,Violeta Moore,DevOps,59352
5521,Darrell Bailey,UX/UI,143460
6807,Cindy Oliver,Data Scientist,66364
13073,Mark Burnham,VP of Sales,62731
5603,Dean Gallivan,PM,118153
